,Year,State,Deceased Donors,Living Donors,Total Transplants,Kidney Transplants,Liver Transplants,Heart Transplants,Lung Transplants,Women Donors,Men Donors,Transgender Donors,Organ Donation Rate (pmp),People Pledged (NOTTO),Online Pledges (Tamil Nadu)
329,2024,Maharashtra,32,326,1111,322,302,18,18,395,71,2,0.62,139062,7068
330,2020,Kerala,131,26,584,776,344,49,13,165,479,1,0.6,233830,17519
331,2022,Tamil Nadu,209,414,459,497,176,6,16,185,371,0,1.28,429496,10038
332,2021,Uttar Pradesh,290,878,718,318,84,4,1,528,622,5,0.4,180953,7065
333,2022,Rajasthan,63,41,461,348,262,17,31,316,444,5,0.71,451127,3899
334,2020,Gujarat,88,581,808,256,29,43,36,316,613,5,1.9,462737,8485
335,2024,Rajasthan,218,908,628,465,129,12,30,477,547,5,0.89,310411,18045
336,2023,Tamil Nadu,240,130,383,437,9,1,34,100,430,3,0.47,408576,1693
337,2023,Uttar Pradesh,50,236,521,63,37,2,42,589,5,1,1.33,352211,13318
338,2020,Delhi,147,92,599,309,205,28,35,687,583,2,0.51,179271,13199
339,2021,Punjab,104,874,42,749,125,16,18,84,79,1,0.99,129774,2494
340,2022,Uttar Pradesh,286,285,864,702,257,29,39,28,678,1,1.12,192800,18189
341,2021,Maharashtra,247,985,249,362,328,2,21,158,26,2,0.75,59182,10327
342,2022,Tamil Nadu,280,790,571,79,358,14,11,440,480,0,0.72,249840,6311
343,2022,Gujarat,125,524,1046,788,131,27,45,427,149,4,0.63,232156,9036
344,2021,Gujarat,155,179,278,705,215,42,49,561,341,4,2.0,184465,7333
345,2023,Maharashtra,112,36,1119,84,274,30,28,438,306,2,0.24,266278,10115
346,2024,Rajasthan,116,458,534,162,223,48,18,177,395,1,1.95,347224,11443
347,2024,Telangana,150,605,559,417,35,29,15,597,447,2,0.11,139880,12702
348,2022,Rajasthan,154,13,350,318,9,37,0,450,513,0,1.06,180154,15660
349,2021,Telangana,281,338,51,100,70,24,43,564,410,3,0.1,439944,3407
350,2022,Punjab,89,276,772,714,307,25,20,96,666,1,0.33,407258,10710
351,2024,Kerala,73,678,157,436,286,9,11,517,553,2,0.1,344243,9515
352,2021,Kerala,195,57,1022,154,162,22,11,63,690,3,1.61,361382,14607
353,2024,Maharashtra,118,13,152,167,99,34,32,595,343,2,1.07,2553,19479
354,2020,Gujarat,62,572,449,543,118,45,1,61,585,5,0.3,367712,13502
355,2023,Uttar Pradesh,166,658,8,318,393,49,40,579,513,2,0.18,37804,16619
356,2024,Uttar Pradesh,3,184,527,549,324,16,1,654,464,0,0.65,139789,235
357,2021,Maharashtra,100,284,622,217,23,10,26,132,513,5,1.88,382553,19846
358,2024,Gujarat,282,689,214,69,73,34,26,195,458,5,0.24,448037,6678
359,2020,Karnataka,247,181,229,619,296,22,31,679,85,4,1.45,81401,2713
360,2024,Kerala,194,455,1111,92,131,28,17,477,294,5,0.4,453686,6908
361,2020,Karnataka,160,522,275,511,214,43,31,425,80,5,1.76,84423,6198
362,2022,Rajasthan,156,793,1191,61,25,8,40,216,314,5,1.51,306197,828
363,2024,Delhi,157,194,495,19,141,30,29,312,264,1,1.05,205252,19680
364,2023,Punjab,61,170,209,636,228,24,39,436,159,4,1.96,216286,12476
365,2020,Kerala,112,941,1027,329,166,5,24,520,627,0,1.11,19689,5812
366,2021,Maharashtra,249,789,1035,789,91,29,20,172,93,4,0.85,343336,16177
367,2020,Tamil Nadu,163,394,589,75,85,28,12,266,674,0,1.94,444719,18364
368,2023,Tamil Nadu,71,42,1055,507,9,38,32,39,234,1,0.83,381718,7714
369,2022,Telangana,225,511,214,632,31,36,26,337,283,2,1.01,210737,18655
370,2022,Tamil Nadu,190,33,396,55,355,17,40,593,601,3,1.88,56705,16184
371,2021,Tamil Nadu,285,220,63,549,287,5,49,59,7,2,1.2,453585,15493
372,2020,Gujarat,22,756,721,33,232,11,47,271,55,5,0.47,219875,19965
373,2020,Rajasthan,174,380,133,155,165,31,6,333,432,3,0.61,63903,13811
374,2020,Delhi,225,886,929,530,178,6,27,399,593,3,0.79,288439,19143
375,2020,Delhi,225,303,545,765,85,45,41,552,472,1,1.84,206233,18359
376,2024,Karnataka,184,620,144,99,334,44,26,661,519,4,1.98,429292,1276
377,2020,Karnataka,117,358,968,670,186,41,2,571,260,4,1.74,221056,15108
378,2024,Maharashtra,164,504,990,373,269,26,21,148,285,4,1.53,297044,8833
379,2022,Punjab,56,147,1125,388,334,33,35,304,123,0,1.99,387911,19729
380,2023,Karnataka,242,89,937,424,138,34,30,543,369,1,1.09,54928,18317
381,2022,Tamil Nadu,79,90,1005,88,185,48,6,579,38,0,1.18,230510,14449
382,2023,Maharashtra,90,645,440,673,165,33,46,84,505,2,1.52,54689,18408
383,2020,Uttar Pradesh,238,416,92,703,391,24,9,558,530,4,0.96,78117,9463
384,2021,Maharashtra,228,673,781,0,35,29,25,100,128,1,1.33,417716,2924
385,2020,Maharashtra,117,661,799,520,27,1,42,280,493,3,1.6,432812,12763
386,2022,Telangana,49,232,38,453,178,42,5,2,568,0,1.64,424801,9763
387,2020,Delhi,85,377,109,181,25,20,7,65,564,5,0.71,497349,13646
388,2022,Punjab,116,927,1059,567,146,8,8,587,248,1,0.37,287017,16733
389,2024,Uttar Pradesh,240,19,589,485,139,20,16,246,618,5,1.53,18610,10341
390,2024,Punjab,121,781,713,432,135,17,28,645,554,1,1.93,390578,3902
391,2021,Delhi,127,68,809,686,212,49,12,514,75,4,0.11,330714,9578
392,2023,Kerala,279,231,1034,110,75,26,28,105,24,0,1.91,175025,7474
393,2021,Gujarat,175,548,748,356,356,8,5,570,211,5,0.94,14853,14547
394,2021,Gujarat,293,634,527,764,368,15,2,232,241,4,1.75,218730,17275
395,2023,Maharashtra,124,91,441,611,5,35,25,177,333,1,0.53,33854,478
396,2020,Rajasthan,288,626,589,596,203,9,13,667,576,3,1.85,286253,12148
397,2021,Telangana,163,696,486,204,172,19,36,248,62,5,0.62,422812,465
398,2020,Tamil Nadu,248,402,650,9,383,6,4,189,521,5,0.76,498438,16542
399,2024,Kerala,89,498,580,13,30,32,48,427,29,4,1.19,281354,12066
400,2024,Kerala,151,140,104,701,127,42,43,581,8,0,0.87,47240,1090
401,2024,Maharashtra,239,807,1026,464,247,35,47,438,38,1,1.73,409702,4887
402,2023,Uttar Pradesh,49,737,753,701,194,33,17,531,225,1,0.98,212420,7455
403,2023,Telangana,136,212,320,733,53,49,38,691,73,2,1.0,80829,4680
404,2024,Rajasthan,287,991,29,772,293,14,19,639,356,2,0.9,245703,3338
405,2024,Uttar Pradesh,53,167,1070,545,397,28,13,639,195,4,1.87,482126,15824
406,2023,Kerala,27,982,1181,573,272,6,45,651,598,4,1.3,235391,4310
407,2023,Punjab,223,689,378,156,134,19,19,54,589,0,0.52,437691,19966
408,2024,Telangana,148,907,52,39,175,39,15,253,374,2,1.24,62010,16923
409,2024,Rajasthan,197,317,17,415,126,34,50,636,695,5,1.88,85767,12828
410,2024,Rajasthan,63,672,106,389,93,18,39,221,104,2,1.9,453202,2852
411,2022,Uttar Pradesh,25,36,110,85,324,2,20,215,621,2,0.8,63595,8950
412,2021,Kerala,154,879,869,5,217,42,7,613,671,3,0.73,46439,4460
413,2021,Karnataka,134,314,840,302,196,40,1,153,489,4,1.01,24090,1236
414,2024,Maharashtra,191,450,944,343,191,38,34,416,512,3,0.37,87317,2658
415,2021,Telangana,240,96,880,519,288,44,14,274,617,3,1.14,203566,4557
416,2023,Punjab,215,450,1172,182,369,39,26,676,4,2,1.37,440535,3747
417,2021,Maharashtra,184,454,11,587,358,4,47,295,373,5,0.84,109804,7325
418,2023,Telangana,219,963,868,436,196,4,9,154,347,4,0.23,58664,6466
419,2023,Gujarat,7,945,674,60,249,45,28,637,406,4,1.66,67840,12708
420,2023,Tamil Nadu,184,408,451,396,349,9,32,616,379,1,1.74,485612,19071
421,2022,Kerala,258,219,828,123,395,30,26,0,672,2,0.93,33200,15173
422,2024,Maharashtra,195,876,847,195,226,33,19,518,411,5,1.44,290046,8236
423,2020,Rajasthan,151,717,80,607,309,18,35,11,262,0,0.59,254027,1975
424,2021,Karnataka,117,1,531,80,213,49,50,391,4,0,1.58,107054,3248
425,2024,Rajasthan,146,868,710,382,137,10,28,421,148,1,0.31,169959,6733
426,2022,Uttar Pradesh,253,817,937,353,292,13,24,438,419,1,1.29,368423,4104
427,2020,Uttar Pradesh,268,273,360,8,29,1,20,648,90,2,1.87,477829,11786
428,2022,Kerala,227,676,17,561,373,32,11,582,564,3,0.66,190018,9721
429,2022,Punjab,72,847,65,54,190,6,23,185,689,0,0.45,327039,4971
430,2020,Uttar Pradesh,188,347,1161,226,129,23,6,256,136,4,0.77,374534,11969
431,2022,Uttar Pradesh,162,628,1067,447,238,38,13,214,331,3,1.81,179493,16064
432,2021,Karnataka,85,581,719,323,312,32,1,397,132,0,1.41,78415,15256
433,2021,Kerala,188,207,617,117,261,4,9,51,99,0,1.89,488746,13513
434,2021,Tamil Nadu,185,85,35,59,249,50,45,200,208,1,0.52,161417,17662
435,2024,Karnataka,4,609,172,567,296,6,0,584,60,1,1.54,441396,5941
436,2022,Tamil Nadu,227,600,201,107,122,24,39,229,690,0,1.23,112615,12726
437,2022,Kerala,68,245,400,741,246,17,39,542,180,1,1.99,27929,13256
438,2020,Tamil Nadu,195,163,865,157,69,14,31,561,391,4,0.65,399349,18340
439,2022,Punjab,181,778,711,501,4,50,23,615,362,2,1.53,211271,14515
440,2022,Delhi,144,487,912,537,220,20,0,367,132,4,1.95,86137,10050
441,2023,Punjab,171,558,1072,558,48,22,29,280,40,3,1.22,200843,82
442,2022,Rajasthan,126,737,8,189,7,8,4,555,601,1,0.89,21496,11156
443,2021,Maharashtra,14,682,244,454,7,12,37,108,272,4,1.66,194866,7533
444,2022,Maharashtra,233,84,252,796,150,23,26,576,419,0,1.94,251515,3796
445,2020,Uttar Pradesh,285,609,914,519,225,19,48,4,646,4,1.87,271046,13393
446,2022,Maharashtra,145,361,911,184,180,4,28,123,309,4,1.01,494996,5834
447,2020,Telangana,82,580,146,553,5,1,1,301,434,5,1.7,393904,13352
448,2024,Punjab,49,866,899,182,279,43,27,210,23,2,1.89,198724,10296
449,2022,Kerala,267,712,296,506,159,40,33,672,465,5,1.42,167370,6525
450,2024,Rajasthan,137,185,342,576,151,34,36,79,248,5,1.72,413964,15097
451,2021,Uttar Pradesh,194,19,492,582,16,40,12,453,188,1,1.89,433227,16980
452,2021,Uttar Pradesh,55,911,1032,322,196,10,25,99,564,3,1.43,213710,6550
453,2023,Maharashtra,181,982,444,24,399,17,15,273,543,3,1.44,232288,3505
454,2021,Gujarat,9,243,430,421,353,23,42,396,426,0,1.11,44830,15172
455,2021,Tamil Nadu,188,789,121,334,97,3,49,393,203,3,1.95,322901,4298
456,2021,Delhi,132,390,543,410,343,27,37,74,79,1,1.46,230011,12558
457,2024,Tamil Nadu,131,122,548,393,95,44,40,260,178,5,1.5,299640,12601
458,2022,Tamil Nadu,34,386,496,522,22,19,35,306,504,2,1.23,104004,15773
459,2020,Gujarat,292,191,454,73,131,7,32,98,243,2,1.24,90792,4522
460,2023,Gujarat,20,586,364,148,174,0,1,53,655,2,0.84,18587,16047
461,2023,Punjab,241,604,985,764,56,17,1,157,382,3,1.01,314116,8155
462,2024,Maharashtra,139,316,448,215,326,41,11,24,106,1,1.56,24411,4056
463,2022,Tamil Nadu,202,94,534,442,203,46,16,451,696,4,0.68,497157,10102
464,2023,Kerala,222,703,346,272,374,14,7,321,139,1,0.25,232081,13575
465,2022,Uttar Pradesh,215,938,521,730,283,50,22,368,308,2,1.44,276103,13266
466,2022,Gujarat,189,103,903,431,118,2,40,143,114,3,1.13,2122,13343
467,2021,Tamil Nadu,33,953,174,544,186,18,15,690,37,5,0.82,322579,17350
468,2022,Uttar Pradesh,105,777,606,713,177,28,1,431,180,1,1.21,378680,5608
469,2024,Tamil Nadu,168,202,143,592,136,33,3,459,358,5,0.72,294634,15052
470,2020,Maharashtra,58,501,880,576,379,40,26,402,620,0,0.85,125341,12339
471,2024,Kerala,260,597,1188,429,126,9,42,348,230,3,1.91,274029,12473
472,2022,Tamil Nadu,39,462,1169,605,99,8,16,495,409,1,1.45,300693,2301
473,2024,Delhi,239,416,1153,243,103,8,19,645,144,5,1.88,244398,9746
474,2021,Kerala,92,134,161,731,262,17,3,229,250,0,1.92,379910,12050
475,2024,Punjab,124,721,1185,558,100,19,33,379,544,0,1.9,283087,12886
476,2021,Telangana,93,725,439,209,135,17,47,177,128,1,0.81,260991,6017
477,2021,Gujarat,78,74,264,248,48,49,12,465,336,1,0.43,141028,4295
478,2024,Delhi,43,879,506,18,151,4,0,53,541,2,0.38,456643,9737
479,2022,Tamil Nadu,199,58,1004,104,98,46,38,675,696,0,1.89,139001,18952
480,2024,Delhi,89,733,505,448,77,17,31,688,655,3,1.83,302612,290
481,2020,Telangana,166,869,523,171,391,23,28,313,638,4,1.05,6670,8222
482,2022,Telangana,4,121,666,282,163,16,22,368,183,3,0.12,61567,12872
483,2024,Tamil Nadu,118,966,256,19,244,29,32,490,306,3,1.1,395731,12705
484,2022,Karnataka,284,949,840,173,225,6,0,131,122,3,0.35,57175,16597
485,2020,Maharashtra,111,332,1179,683,387,50,18,695,415,0,0.21,119371,13607
486,2022,Rajasthan,120,843,403,289,315,10,27,347,17,4,1.04,175788,10462
487,2023,Tamil Nadu,49,875,1198,575,304,43,15,161,68,0,0.61,146772,16871
488,2022,Kerala,228,365,1065,232,347,25,10,495,453,3,0.35,98468,3886
489,2020,Uttar Pradesh,84,975,121,140,136,15,31,605,584,3,1.98,375053,13329
490,2022,Karnataka,189,291,357,43,128,45,18,70,455,3,0.48,120812,4793
491,2021,Uttar Pradesh,224,356,419,586,16,26,48,284,301,1,0.81,170210,6126
492,2022,Punjab,76,227,724,244,94,29,37,414,99,3,1.05,333009,10860
493,2023,Uttar Pradesh,145,583,574,765,397,7,15,251,533,1,1.27,461474,11274
494,2021,Maharashtra,101,836,811,623,291,33,22,394,6,4,0.92,9544,18970
495,2021,Punjab,58,959,152,712,181,23,4,682,518,2,0.32,50820,4726
496,2020,Delhi,211,137,197,638,323,21,24,599,132,5,1.96,280109,5818
497,2022,Maharashtra,39,559,388,220,336,35,21,99,445,3,0.76,325377,16463
498,2024,Punjab,12,479,541,388,178,46,24,511,465,5,1.66,142269,3329
499,2024,Telangana,100,935,960,707,398,8,3,423,141,0,1.79,427563,5821
500,2022,Tamil Nadu,235,197,88,528,194,29,44,384,555,2,0.58,448674,16445
501,2024,Gujarat,91,110,80,41,167,0,12,411,369,3,1.67,86797,9665
502,2021,Kerala,256,974,1178,282,177,46,16,102,481,1,1.77,199713,15978
503,2024,Uttar Pradesh,34,726,514,630,183,8,11,111,188,0,0.77,257195,4048
504,2020,Kerala,66,988,941,778,47,9,2,625,634,2,1.23,375525,3109
505,2023,Punjab,232,790,1197,324,118,49,37,169,447,2,0.83,30956,14680
506,2020,Uttar Pradesh,16,137,1022,388,307,24,22,690,627,3,1.84,375530,2490
507,2020,Tamil Nadu,125,628,1041,378,70,27,47,144,457,1,0.23,38242,4375
508,2024,Karnataka,220,858,94,522,56,44,9,229,310,2,1.98,340360,1039
509,2020,Delhi,182,343,99,452,154,5,41,146,641,4,1.36,137113,18565
510,2021,Gujarat,130,762,48,447,275,49,39,591,133,2,1.04,180669,16012
511,2021,Rajasthan,6,356,505,100,181,12,40,365,615,5,1.95,418286,11841
512,2020,Telangana,64,733,860,710,291,36,43,513,67,3,1.99,224302,19021
513,2024,Karnataka,189,699,138,784,320,37,23,240,185,2,1.38,80691,12888
514,2022,Telangana,258,81,953,133,164,42,13,211,428,4,1.74,145168,2463
515,2021,Uttar Pradesh,197,909,51,646,281,2,16,664,457,2,1.63,250431,1007
516,2020,Delhi,235,135,254,3,275,33,14,529,682,0,0.33,22036,114
517,2022,Punjab,59,379,1106,205,118,29,7,624,686,0,0.28,377574,17766
518,2023,Rajasthan,238,653,556,517,168,30,17,45,666,1,0.94,79502,13813
519,2021,Karnataka,292,768,369,743,325,31,15,432,518,2,0.65,361633,19356
520,2021,Punjab,268,896,1019,777,223,50,45,573,443,5,0.93,447682,12785
521,2024,Rajasthan,41,342,94,527,300,36,15,321,313,2,1.54,459408,1688
522,2020,Uttar Pradesh,90,568,501,126,388,35,17,323,149,5,0.13,54098,2177
523,2021,Gujarat,46,898,3,72,350,44,42,273,195,1,0.81,171454,1071
524,2020,Kerala,136,368,351,692,225,36,19,104,44,2,1.74,269639,6136
525,2023,Kerala,15,211,426,662,297,44,23,244,614,1,0.86,375123,3584
526,2022,Uttar Pradesh,99,979,538,82,321,47,37,261,656,5,0.84,324483,9274
527,2022,Maharashtra,144,112,498,305,183,0,27,53,442,2,0.14,405861,7072
528,2021,Karnataka,272,343,1022,601,327,23,31,82,401,4,1.5,60345,5919
529,2020,Kerala,286,828,1148,315,375,0,6,410,133,2,1.62,26267,8586
530,2021,Karnataka,195,602,853,135,249,32,33,603,239,1,1.2,118400,17656
531,2023,Karnataka,23,392,588,621,285,6,24,511,684,1,1.25,356656,13836
532,2023,Delhi,148,995,802,539,192,46,16,340,517,3,1.96,134461,18005
533,2023,Gujarat,159,386,892,616,34,23,46,237,511,3,0.12,86790,1198
534,2021,Karnataka,178,725,998,575,378,21,19,582,197,4,0.13,143940,7816
535,2022,Telangana,272,596,177,519,353,25,40,151,552,4,1.01,401703,18002
536,2021,Maharashtra,113,998,425,659,376,24,47,530,682,5,0.69,472267,17057
537,2023,Maharashtra,218,381,729,191,133,15,40,158,480,2,0.35,133687,12376
538,2020,Maharashtra,81,458,453,281,202,16,36,174,499,2,1.75,346181,14912
539,2023,Gujarat,168,995,433,127,90,5,32,58,516,1,1.63,231548,8820
540,2024,Kerala,117,287,526,781,14,9,17,282,422,1,1.76,453867,18773
541,2023,Gujarat,153,807,951,689,124,25,23,688,405,1,1.37,401140,7873
542,2020,Gujarat,140,784,669,124,311,15,2,201,334,4,0.13,30251,18804
543,2021,Karnataka,300,320,485,506,146,45,37,172,419,1,1.17,344976,9128
544,2024,Uttar Pradesh,76,939,341,736,123,8,15,301,567,1,1.37,16864,10018
545,2024,Delhi,204,839,278,308,194,10,44,237,292,4,1.32,358823,5882
546,2024,Uttar Pradesh,257,243,213,367,31,15,5,415,639,0,1.97,210173,5942
547,2024,Maharashtra,8,53,148,157,325,28,12,289,615,5,0.6,241455,6431
548,2022,Telangana,241,591,167,708,143,18,32,195,266,2,1.95,442340,6442
549,2020,Kerala,136,562,21,315,158,43,28,512,530,2,0.82,9809,16095
550,2024,Tamil Nadu,127,947,1150,393,335,29,5,170,303,2,1.02,45664,19815
551,2024,Tamil Nadu,86,441,496,101,314,32,3,368,537,4,0.74,288683,16926
552,2024,Tamil Nadu,164,500,335,761,335,15,48,596,406,4,1.9,235960,11852
553,2022,Uttar Pradesh,248,867,1119,632,302,35,0,37,0,5,0.48,421711,13913
554,2020,Punjab,132,841,855,263,343,33,10,245,554,5,0.52,228114,14535
555,2024,Rajasthan,292,391,403,435,35,41,23,560,689,0,1.58,147894,4178
556,2022,Uttar Pradesh,23,492,667,1,239,28,26,379,187,3,0.9,149666,19533
557,2022,Gujarat,179,829,528,533,98,31,26,404,680,3,0.32,363866,15724
558,2021,Punjab,45,991,440,126,385,33,28,385,405,0,0.84,19792,11708
559,2023,Uttar Pradesh,153,590,13,538,97,37,3,433,583,0,1.21,401452,3800
560,2023,Delhi,212,237,199,473,149,36,23,57,521,2,1.23,121438,4634
561,2023,Telangana,280,622,269,537,111,33,46,660,640,1,1.21,35949,19633
562,2024,Kerala,191,454,1071,559,389,18,11,295,116,2,0.61,400049,8890
563,2024,Kerala,27,318,634,622,303,15,18,610,664,3,0.58,278456,3305
564,2021,Karnataka,180,851,285,303,91,10,5,189,375,4,1.43,385308,12868
565,2024,Rajasthan,264,542,214,299,321,44,29,442,307,2,0.3,150955,12088
566,2020,Kerala,275,962,643,438,215,11,12,322,433,5,1.05,73874,14022
567,2020,Punjab,236,624,137,378,317,27,28,135,566,2,1.44,104012,18317
568,2022,Punjab,222,241,960,208,106,5,6,618,171,0,0.21,440920,3187
569,2020,Delhi,230,990,320,558,115,27,32,312,681,4,0.92,131986,670
570,2020,Tamil Nadu,126,648,843,444,12,38,16,370,503,5,1.83,119387,11776
571,2020,Tamil Nadu,198,942,1139,87,234,16,18,270,290,0,0.47,321707,5219
572,2024,Punjab,44,446,246,781,157,47,1,453,44,0,0.14,352660,684
573,2021,Uttar Pradesh,56,509,349,170,284,24,29,144,675,5,1.54,364402,17544
574,2020,Uttar Pradesh,63,526,707,638,311,33,35,256,411,3,1.79,259034,4682
575,2021,Rajasthan,21,591,1063,382,274,7,25,677,297,1,1.75,5499,7284
576,2023,Telangana,65,511,11,558,194,13,40,466,39,3,1.04,385650,5989
577,2021,Gujarat,192,277,1136,661,253,13,3,228,622,3,1.98,331793,1460
578,2024,Uttar Pradesh,30,887,397,10,145,6,20,692,277,5,1.6,50106,14094
579,2022,Punjab,273,92,723,456,239,30,8,558,4,2,0.64,315824,6427
580,2023,Delhi,225,866,322,757,374,50,45,464,208,5,0.24,396805,18677
581,2023,Telangana,245,348,70,501,78,31,18,276,633,4,1.18,899,14216
582,2021,Maharashtra,79,147,278,237,231,23,26,275,22,1,0.45,371461,7187
583,2023,Gujarat,222,960,660,683,372,33,22,35,17,0,0.46,229271,2747
584,2022,Punjab,32,517,664,588,67,34,27,83,316,0,0.95,462445,1756
585,2024,Delhi,218,694,194,301,304,45,2,516,292,1,0.49,421727,2777
586,2020,Maharashtra,177,661,621,463,11,5,33,173,517,4,0.84,494201,5875
587,2021,Uttar Pradesh,169,207,994,517,50,30,25,419,122,5,0.33,443052,7262
588,2023,Uttar Pradesh,143,927,879,419,225,45,18,117,18,1,0.13,272948,5213
589,2021,Delhi,247,939,676,14,130,16,14,355,447,0,1.05,422878,19309
590,2022,Rajasthan,204,922,123,552,90,11,19,25,234,4,0.34,486826,493
591,2020,Delhi,194,607,430,419,380,50,13,485,208,2,0.59,128090,15596
592,2024,Punjab,288,342,72,775,370,23,23,129,440,1,0.46,238300,9849
593,2020,Karnataka,14,50,1018,699,13,7,15,427,62,5,1.63,369478,19825
594,2020,Gujarat,30,704,502,598,261,35,27,300,178,0,1.01,377920,4446
595,2024,Rajasthan,18,57,514,234,202,4,11,465,685,5,0.79,413521,9587
596,2024,Telangana,224,983,355,34,21,3,10,581,322,1,0.22,428861,18450
597,2021,Karnataka,39,88,129,74,203,0,34,336,269,3,0.68,446952,19016
598,2024,Rajasthan,147,205,1187,679,317,25,49,91,117,5,0.21,146869,18411
599,2024,Maharashtra,28,491,892,301,156,3,14,623,197,1,0.16,237817,12397
600,2021,Tamil Nadu,103,149,682,278,136,14,35,475,599,1,0.31,202201,10570
601,2023,Gujarat,124,721,922,92,136,27,7,391,331,1,1.37,337933,15608
602,2020,Kerala,120,569,179,657,325,17,11,342,50,1,0.69,413315,9309
603,2024,Telangana,33,753,318,448,66,48,36,456,629,3,0.75,16778,3236
604,2022,Kerala,120,271,841,125,211,31,33,438,332,1,1.49,259218,11585
605,2024,Telangana,14,933,538,791,55,3,8,178,633,2,1.42,282808,3277
606,2023,Punjab,103,156,377,120,70,6,13,655,631,4,0.73,448611,14651
607,2023,Punjab,182,127,1097,271,264,7,30,665,253,4,1.11,497865,13759
608,2022,Uttar Pradesh,114,440,524,791,266,5,26,650,89,3,1.23,372722,16357
609,2023,Gujarat,249,521,62,36,379,33,24,141,488,0,0.11,197628,11631
610,2021,Rajasthan,108,823,1078,73,86,21,32,456,279,2,1.47,214358,19497
611,2021,Kerala,22,999,1084,145,128,3,36,423,68,2,1.23,206287,4230
612,2024,Karnataka,28,902,187,68,243,11,19,674,620,2,0.4,50299,15640
613,2022,Kerala,24,97,521,337,74,0,18,369,232,4,0.64,229619,7422
614,2024,Kerala,45,660,1014,266,378,28,16,29,682,4,0.54,125490,7408
615,2024,Kerala,2,943,317,488,13,2,34,355,395,0,0.98,275242,1249
616,2024,Uttar Pradesh,9,369,446,474,149,13,7,126,438,2,0.84,78264,219
617,2021,Kerala,254,485,147,366,174,46,46,390,657,2,1.49,51919,18936
618,2024,Maharashtra,254,580,682,712,239,6,34,516,416,5,0.5,428645,9383
619,2024,Karnataka,195,849,700,51,185,20,23,343,162,4,1.34,411366,17370
620,2024,Punjab,7,736,114,80,332,32,12,60,174,3,1.48,237952,19940
621,2023,Telangana,42,729,385,703,77,6,32,438,25,0,1.27,317352,6950
622,2023,Uttar Pradesh,30,970,705,407,330,22,17,517,225,3,0.4,350306,7523
623,2023,Rajasthan,226,828,469,530,174,36,31,357,543,3,1.11,495286,5037
624,2023,Telangana,206,668,912,488,365,26,23,47,520,3,1.44,222127,15224
625,2023,Punjab,230,300,734,613,33,20,19,447,197,0,1.73,216989,17597
626,2021,Karnataka,229,999,731,179,228,32,49,494,430,4,0.76,29266,4774
627,2021,Maharashtra,31,632,107,207,122,48,1,126,35,5,0.95,387031,17317
628,2023,Tamil Nadu,207,614,806,145,252,38,15,696,303,2,1.6,292998,6447
629,2020,Karnataka,64,562,676,96,339,35,17,107,96,3,1.27,282783,13167
